attack_id,attack_name,is_subtechnique,adversary_details
attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810,Shortcut Modification,False,"[{'intrusion_id': 'intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc', 'intrusion_name': 'FIN7'}]"
attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c,Change Default File Association,True,"[{'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}]"
attack-pattern--98be40f2-c86b-4ade-b6fc-4964932040e5,VDSO Hijacking,True,[]
attack-pattern--99709758-2b96-48f2-a68a-ad7fbd828091,Multiband Communication,False,"[{'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}]"
attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,File Transfer Protocols,True,"[{'intrusion_id': 'intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7', 'intrusion_name': 'APT41'}, {'campaign_id': 'campaign--4553292d-12c6-4a93-934d-12160370d4e0', 'campaign_name': 'Operation Honeybee'}, {'intrusion_id': 'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1', 'intrusion_name': 'Dragonfly'}, {'intrusion_id': 'intrusion-set--76565741-3452-4069-ab08-80c0ea95bbeb', 'intrusion_name': 'SilverTerrier'}, {'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}, {'intrusion_id': 'intrusion-set--ebb73863-fa44-4617-b4cb-b9ed3414eb87', 'intrusion_name': 'Honeybee'}, {'intrusion_id': 'intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0', 'intrusion_name': 'Machete'}]"
attack-pattern--9b52fca7-1a36-4da0-b62d-da5bd83b4d69,Component Object Model Hijacking,False,[]
attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3,Accessibility Features,False,[]
attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36,Exploitation for Credential Access,False,[]
attack-pattern--9c45eaa3-8604-4780-8988-b5074dbb9ecd,Emond,True,[]
attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,One-Way Communication,True,"[{'intrusion_id': 'intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e', 'intrusion_name': 'Leviathan'}]"
attack-pattern--9d48cab2-7929-4812-ad22-f536665f0109,Gather Victim Network Information,False,"[{'intrusion_id': 'intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87', 'intrusion_name': 'HAFNIUM'}]"
attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,Exploitation of Remote Services,False,"[{'intrusion_id': 'intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7', 'intrusion_name': 'Wizard Spider'}, {'intrusion_id': 'intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee', 'intrusion_name': 'Fox Kitten'}, {'intrusion_id': 'intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034', 'intrusion_name': 'Earth Lusca'}, {'intrusion_id': 'intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c', 'intrusion_name': 'APT28'}, {'intrusion_id': 'intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960', 'intrusion_name': 'Tonto Team'}, {'intrusion_id': 'intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f', 'intrusion_name': 'menuPass'}, {'intrusion_id': 'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1', 'intrusion_name': 'Dragonfly'}, {'intrusion_id': 'intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2', 'intrusion_name': 'MuddyWater'}, {'intrusion_id': 'intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c', 'intrusion_name': 'Threat Group-3390'}, {'intrusion_id': 'intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc', 'intrusion_name': 'FIN7'}]"
attack-pattern--9ddc2534-e91c-4dab-a8f6-43dab81e8142,Parent PID Spoofing,False,[]
attack-pattern--9e09ddb2-1746-4448-9cad-7f8b41777d6d,Keychain,False,[]
attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,Internal Spearphishing,False,"[{'intrusion_id': 'intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf', 'intrusion_name': 'Gamaredon Group'}, {'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}, {'campaign_id': 'campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b', 'campaign_name': 'Operation Dream Job'}, {'intrusion_id': 'intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e', 'intrusion_name': 'Leviathan'}, {'intrusion_id': 'intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3', 'intrusion_name': 'HEXANE'}, {'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}]"
attack-pattern--9e80ddfb-ce32-4961-a778-ca6a10cfae72,Sudo,False,[]
attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd,Services File Permissions Weakness,True,[]
attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,Registry Run Keys / Startup Folder,True,"[{'intrusion_id': 'intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6', 'intrusion_name': 'APT19'}, {'intrusion_id': 'intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c', 'intrusion_name': 'APT37'}, {'intrusion_id': 'intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80', 'intrusion_name': 'APT39'}, {'intrusion_id': 'intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0', 'intrusion_name': 'TA2541'}, {'intrusion_id': 'intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f', 'intrusion_name': 'RTM'}, {'intrusion_id': 'intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13', 'intrusion_name': 'Magic Hound'}, {'intrusion_id': 'intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd', 'intrusion_name': 'Inception'}, {'campaign_id': 'campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b', 'campaign_name': 'Operation Dream Job'}, {'intrusion_id': 'intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c', 'intrusion_name': 'APT28'}, {'intrusion_id': 'intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca', 'intrusion_name': 'TeamTNT'}, {'intrusion_id': 'intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e', 'intrusion_name': 'Leviathan'}, {'intrusion_id': 'intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050', 'intrusion_name': 'Naikon'}, {'intrusion_id': 'intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321', 'intrusion_name': 'Silence'}, {'intrusion_id': 'intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27', 'intrusion_name': 'Gorgon Group'}, {'intrusion_id': 'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542', 'intrusion_name': 'APT29'}, {'intrusion_id': 'intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b', 'intrusion_name': 'ZIRCONIUM'}, {'intrusion_id': 'intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0', 'intrusion_name': 'Patchwork'}, {'intrusion_id': 'intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb', 'intrusion_name': 'FIN6'}, {'intrusion_id': 'intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6', 'intrusion_name': 'Turla'}, {'intrusion_id': 'intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45', 'intrusion_name': 'Putter Panda'}, {'intrusion_id': 'intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2', 'intrusion_name': 'MuddyWater'}, {'intrusion_id': 'intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e', 'intrusion_name': 'Sidewinder'}, {'intrusion_id': 'intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c', 'intrusion_name': 'Threat Group-3390'}, {'intrusion_id': 'intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924', 'intrusion_name': 'Tropic Trooper'}, {'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}, {'intrusion_id': 'intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7', 'intrusion_name': 'APT41'}, {'intrusion_id': 'intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1', 'intrusion_name': 'Windshift'}, {'intrusion_id': 'intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc', 'intrusion_name': 'FIN7'}, {'intrusion_id': 'intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12', 'intrusion_name': 'Dark Caracal'}, {'intrusion_id': 'intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b', 'intrusion_name': 'FIN10'}, {'intrusion_id': 'intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c', 'intrusion_name': 'PROMETHIUM'}, {'intrusion_id': 'intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6', 'intrusion_name': 'LuminousMoth'}, {'intrusion_id': 'intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4', 'intrusion_name': 'FIN13'}, {'intrusion_id': 'intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad', 'intrusion_name': 'Rocke'}, {'intrusion_id': 'intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411', 'intrusion_name': 'Molerats'}, {'campaign_id': 'campaign--37764c78-2a99-46d1-a7ea-6454b9bf93a0', 'campaign_name': 'Operation Sharpshooter'}, {'intrusion_id': 'intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a', 'intrusion_name': 'Cobalt Group'}, {'intrusion_id': 'intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4', 'intrusion_name': 'Mustang Panda'}, {'intrusion_id': 'intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3', 'intrusion_name': 'Higaisa'}, {'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}, {'intrusion_id': 'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1', 'intrusion_name': 'Dragonfly'}, {'intrusion_id': 'intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03', 'intrusion_name': 'LazyScripter'}, {'intrusion_id': 'intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9', 'intrusion_name': 'APT3'}, {'intrusion_id': 'intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383', 'intrusion_name': 'Darkhotel'}, {'intrusion_id': 'intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f', 'intrusion_name': 'APT33'}, {'intrusion_id': 'intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90', 'intrusion_name': 'BRONZE BUTLER'}, {'intrusion_id': 'intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c', 'intrusion_name': 'Ke3chang'}, {'intrusion_id': 'intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f', 'intrusion_name': 'Confucius'}, {'intrusion_id': 'intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648', 'intrusion_name': 'APT18'}, {'intrusion_id': 'intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf', 'intrusion_name': 'Gamaredon Group'}, {'intrusion_id': 'intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7', 'intrusion_name': 'Wizard Spider'}, {'intrusion_id': 'intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e', 'intrusion_name': 'APT32'}, {'campaign_id': 'campaign--4553292d-12c6-4a93-934d-12160370d4e0', 'campaign_name': 'Operation Honeybee'}, {'intrusion_id': 'intrusion-set--ebb73863-fa44-4617-b4cb-b9ed3414eb87', 'intrusion_name': 'Honeybee'}, {'intrusion_id': 'intrusion-set--5e78ae92-3ffd-4b16-bf62-e798529d73f1', 'intrusion_name': 'Sharpshooter'}, {'intrusion_id': 'intrusion-set--76d59913-1d24-4992-a8ac-05a3eb093f71', 'intrusion_name': 'Dragonfly 2.0'}, {'intrusion_id': 'intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0', 'intrusion_name': 'Machete'}]"
attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,Trusted Relationship,False,"[{'intrusion_id': 'intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133', 'intrusion_name': 'GOLD SOUTHFIELD'}, {'intrusion_id': 'intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c', 'intrusion_name': 'APT28'}, {'intrusion_id': 'intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c', 'intrusion_name': 'Threat Group-3390'}, {'intrusion_id': 'intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192', 'intrusion_name': 'Sandworm Team'}, {'intrusion_id': 'intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f', 'intrusion_name': 'menuPass'}, {'campaign_id': 'campaign--808d6b30-df4e-4341-8248-724da4bac650', 'campaign_name': 'SolarWinds Compromise'}, {'intrusion_id': 'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542', 'intrusion_name': 'APT29'}, {'intrusion_id': 'intrusion-set--5f3d0238-d058-44a9-8812-3dd1b6741a8c', 'intrusion_name': 'POLONIUM'}, {'intrusion_id': 'intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7', 'intrusion_name': 'LAPSUS$'}]"
attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b,Cloud Account,True,"[{'intrusion_id': 'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542', 'intrusion_name': 'APT29'}, {'intrusion_id': 'intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7', 'intrusion_name': 'LAPSUS$'}]"
attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b,Local Groups,True,"[{'intrusion_id': 'intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6', 'intrusion_name': 'Turla'}, {'intrusion_id': 'intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960', 'intrusion_name': 'Tonto Team'}, {'campaign_id': 'campaign--78068e68-4124-4243-b6f4-76e4e5be8a06', 'campaign_name': 'C0015'}, {'intrusion_id': 'intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3', 'intrusion_name': 'HEXANE'}, {'campaign_id': 'campaign--b03d5112-e23a-4ac8-add0-be7502d24eff', 'campaign_name': 'Operation Wocao'}, {'intrusion_id': 'intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756', 'intrusion_name': 'admin@338'}, {'campaign_id': 'campaign--93c23946-49af-41f4-ac03-40f9ffc7419b', 'campaign_name': 'Operation CuckooBees'}, {'intrusion_id': 'intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c', 'intrusion_name': 'Chimera'}, {'intrusion_id': 'intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2', 'intrusion_name': 'Volt Typhoon'}, {'intrusion_id': 'intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d', 'intrusion_name': 'OilRig'}, {'intrusion_id': 'intrusion-set--28f04ed3-8e91-4805-b1f6-869020517871', 'intrusion_name': 'Operation Wocao'}]"
attack-pattern--a0a189c8-d3bd-4991-bf6f-153d185ee373,LC_MAIN Hijacking,False,[]
attack-pattern--a0e6614a-7740-4b24-bd65-f1bde09fc365,Search Open Websites/Domains,False,"[{'intrusion_id': 'intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192', 'intrusion_name': 'Sandworm Team'}]"
attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,Account Manipulation,False,"[{'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}, {'intrusion_id': 'intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7', 'intrusion_name': 'APT41'}, {'intrusion_id': 'intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9', 'intrusion_name': 'APT3'}, {'intrusion_id': 'intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13', 'intrusion_name': 'Magic Hound'}, {'intrusion_id': 'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1', 'intrusion_name': 'Dragonfly'}, {'intrusion_id': 'intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4', 'intrusion_name': 'FIN13'}, {'campaign_id': 'campaign--aa73efef-1418-4dbe-b43c-87a498e97234', 'campaign_name': '2016 Ukraine Electric Power Attack'}, {'intrusion_id': 'intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87', 'intrusion_name': 'HAFNIUM'}, {'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}, {'intrusion_id': 'intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192', 'intrusion_name': 'Sandworm Team'}, {'intrusion_id': 'intrusion-set--76d59913-1d24-4992-a8ac-05a3eb093f71', 'intrusion_name': 'Dragonfly 2.0'}, {'intrusion_id': 'intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13', 'intrusion_name': 'Magic Hound'}]"
attack-pattern--a127c32c-cbb0-4f9d-be07-881a792408ec,Mshta,False,[]
attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,Exfiltration Over Alternative Protocol,False,"[{'intrusion_id': 'intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca', 'intrusion_name': 'TeamTNT'}]"
attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6,Kernel Modules and Extensions,True,"[{'campaign_id': 'campaign--93c23946-49af-41f4-ac03-40f9ffc7419b', 'campaign_name': 'Operation CuckooBees'}]"
attack-pattern--a2029942-0a85-4947-b23c-ca434698171d,GUI Input Capture,True,"[{'intrusion_id': 'intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6', 'intrusion_name': 'FIN4'}]"
attack-pattern--a257ed11-ff3b-4216-8c9d-3938ef57064c,Pass the Ticket,False,[]
